date,wind_speed,humidity,temperature
05-04-2010,9,60,23.5
06-04-2010,6,68,22.9
07-04-2010,7,76,21.7
08-04-2010,6,64,24.5
09-04-2010,6,62,26.4
10-04-2010,2,67,25.2
11-04-2010,2,85,24
12-04-2010,2,78,25.8
13-04-2010,2,81,19.3
14-04-2010,7,64,22.1
15-04-2010,4,65,22.7
16-04-2010,4,78,19.2
17-04-2010,6,63,23.8
18-04-2010,2,80,20.8
19-04-2010,7,74,22.6
20-04-2010,4,79,22.6
21-04-2010,7,93,20.1
22-04-2010,4,71,22.8
23-04-2010,6,72,23.1
24-04-2010,2,83,22.5
25-04-2010,2,74,23.4
26-04-2010,6,48,21.9
27-04-2010,6,57,20.1
28-04-2010,4,69,22.7
29-04-2010,2,72,22.8
30-04-2010,4,54,21
01-05-2010,4,67,22.6
02-05-2010,2,66,23
03-05-2010,4,67,22.7
04-05-2010,4,91,19.4
05-05-2010,4,83,20.4
06-05-2010,78,78,78
07-05-2010,7,57,18.6
08-05-2010,7,60,18.8
09-05-2010,4,67,21.1
10-05-2010,6,67,20.6
11-05-2010,2,75,20
12-05-2010,6,82,18.7
13-05-2010,6,46,18.1
14-05-2010,6,46,16
15-05-2010,7,56,15.8
16-05-2010,6,73,15
17-05-2010,4,76,15.6
18-05-2010,6,63,17
19-05-2010,9,56,17.9
20-05-2010,6,65,19.4
21-05-2010,4,91,16.5
22-05-2010,6,80,15.8
23-05-2010,6,65,18.1
24-05-2010,4,74,18.3
25-05-2010,2,88,17.5
26-05-2010,13,63,21.5
27-05-2010,11,56,19.3
28-05-2010,6,74,18.1
29-05-2010,4,92,19.3
30-05-2010,13,55,17.6
31-05-2010,13,63,16.6
01-06-2010,7,60,18.4
02-06-2010,6,84,17.6
03-06-2010,9,70,18.8
04-06-2010,4,63,17.7
05-06-2010,7,57,19.5
06-06-2010,2,55,18.1
07-06-2010,7,51,16.2
08-06-2010,6,67,17
09-06-2010,2,78,15.8
10-06-2010,11,44,14.9
11-06-2010,4,60,13
12-06-2010,7,47,13.8
13-06-2010,7,55,14.5
14-06-2010,4,78,15.2
15-06-2010,6,71,17.1
16-06-2010,6,65,17.3
17-06-2010,4,71,15.5
18-06-2010,2,81,16.9
19-06-2010,4,66,16.5
20-06-2010,6,58,14.6
21-06-2010,7,70,14.3
22-06-2010,6,75,16.4
23-06-2010,6,92,14.3
24-06-2010,6,76,16.3
25-06-2010,4,72,15.3
26-06-2010,4,92,14.3
27-06-2010,0,87,15.9
28-06-2010,6,51,12.5
29-06-2010,4,50,12.2
30-06-2010,2,90,11.2
01-07-2010,6,52,13.8
02-07-2010,4,74,13.2
03-07-2010,9,68,13.2
04-07-2010,6,59,12.4
05-07-2010,6,65,16
06-07-2010,2,67,17.8
07-07-2010,9,55,14.4
08-07-2010,7,74,15.5
09-07-2010,7,62,17.8
10-07-2010,4,75,15.4
11-07-2010,6,80,14.4
12-07-2010,4,83,15.5
13-07-2010,2,78,16.8
14-07-2010,6,66,20.2
15-07-2010,11,43,15.9
16-07-2010,6,53,14.3
17-07-2010,6,63,13.7
18-07-2010,4,71,13.4
19-07-2010,0,70,16.3
20-07-2010,6,76,15.8
21-07-2010,6,65,14.8
22-07-2010,7,60,14.4
23-07-2010,6,55,14.7
24-07-2010,6,69,15.1
25-07-2010,4,73,16
26-07-2010,6,81,16.3
27-07-2010,4,67,17.6
28-07-2010,4,84,18.2
29-07-2010,6,86,19.1
30-07-2010,2,95,17.5
31-07-2010,4,69,22.6
01-08-2010,6,58,19.3
02-08-2010,11,44,16.3
03-08-2010,17,54,13.8
04-08-2010,6,53,16
05-08-2010,6,70,12.8
06-08-2010,9,53,17.1
07-08-2010,7,47,14.7
08-08-2010,6,58,13.4
09-08-2010,4,70,14.2
10-08-2010,4,92,17.9
11-08-2010,2,89,16.9
12-08-2010,19,53,15.1
13-08-2010,17,51,13.8
14-08-2010,2,61,14.3
15-08-2010,0,64,16.8
16-08-2010,6,42,17.9
17-08-2010,7,47,16.7
18-08-2010,6,65,16
19-08-2010,4,68,19.6
20-08-2010,6,85,18.1
21-08-2010,6,50,16
22-08-2010,7,46,15.2
23-08-2010,0,76,15.4
24-08-2010,15,58,17.9
25-08-2010,9,61,15.4
26-08-2010,9,59,14.9
27-08-2010,11,43,17.5
28-08-2010,6,50,17.6
29-08-2010,4,58,17.7
30-08-2010,7,62,17.6
31-08-2010,6,63,17.7
01-09-2010,4,63,19
02-09-2010,4,59,21
03-09-2010,4,57,23
04-09-2010,7,74,22.4
05-09-2010,0,85,21.4
06-09-2010,4,78,19.6
07-09-2010,7,51,18.8
08-09-2010,6,62,17.9
09-09-2010,4,66,20.2
10-09-2010,4,67,22.3
11-09-2010,4,40,20.5
12-09-2010,2,55,20
13-09-2010,0,62,20.7
14-09-2010,2,70,22.7
15-09-2010,17,40,21.4
16-09-2010,6,49,18.4
17-09-2010,9,40,19
18-09-2010,4,53,17.3
19-09-2010,4,55,17
20-09-2010,2,92,15
21-09-2010,6,93,18.1
22-09-2010,7,79,20.9
23-09-2010,4,76,19.3
24-09-2010,2,64,22.3
25-09-2010,0,82,20.6
26-09-2010,2,64,22.1
27-09-2010,2,68,23.4
28-09-2010,0,72,24.6
29-09-2010,7,77,22.9
30-09-2010,9,59,21.3
01-10-2010,9,60,19.4
02-10-2010,6,73,19.6
03-10-2010,2,91,18.3
04-10-2010,7,65,23.3
05-10-2010,7,65,23.8
06-10-2010,7,59,23.9
07-10-2010,4,66,24.5
08-10-2010,4,85,21.3
09-10-2010,6,86,18.8
10-10-2010,9,89,17.9
11-10-2010,11,90,19.1
12-10-2010,11,72,20.1
13-10-2010,13,48,22.5
14-10-2010,4,62,22.5
15-10-2010,6,71,22.4
16-10-2010,26,48,16.3
17-10-2010,7,38,16.7
18-10-2010,4,59,19.4
19-10-2010,4,57,22.2
20-10-2010,4,87,19.4
21-10-2010,11,52,21.8
22-10-2010,4,55,22
23-10-2010,4,59,22.3
24-10-2010,7,58,24.5
25-10-2010,4,80,20.9
26-10-2010,6,66,23
27-10-2010,6,65,24.3
28-10-2010,4,61,25.4
29-10-2010,9,58,24.4
30-10-2010,9,56,23.9
31-10-2010,2,63,22.5
01-11-2010,6,66,21.9
02-11-2010,6,54,22.6
03-11-2010,7,50,23.1
04-11-2010,4,89,19.4
05-11-2010,7,68,21.5
06-11-2010,6,57,23.3
07-11-2010,11,63,23.4
08-11-2010,11,63,24.2
09-11-2010,9,67,24.1
10-11-2010,11,55,25
11-11-2010,2,55,25.1
12-11-2010,7,71,24.6
13-11-2010,15,58,25.7
14-11-2010,6,64,25.4
15-11-2010,9,53,25.9
16-11-2010,6,57,26.1
17-11-2010,7,52,25.9
18-11-2010,2,72,25.1
19-11-2010,6,79,22.5
20-11-2010,13,56,24.2
21-11-2010,4,70,23.7
22-11-2010,6,74,23
23-11-2010,22,44,25
24-11-2010,15,65,22.4
25-11-2010,9,53,24
26-11-2010,6,68,22.8
27-11-2010,17,54,25.3
28-11-2010,7,58,24.1
29-11-2010,4,61,24.8
30-11-2010,9,60,25.2
01-12-2010,15,71,24.6
02-12-2010,2,84,23.1
03-12-2010,4,77,22.8
04-12-2010,15,71,24.1
05-12-2010,4,94,21
06-12-2010,7,71,25.8
07-12-2010,9,75,25.8
08-12-2010,9,69,25.9
09-12-2010,9,65,26.9
10-12-2010,7,59,27.3
11-12-2010,7,65,28.3
12-12-2010,2,81,23.9
13-12-2010,2,67,27.2
14-12-2010,7,64,26.5
15-12-2010,4,62,27
16-12-2010,2,67,27.3
17-12-2010,4,64,28
18-12-2010,7,47,27
19-12-2010,4,72,22.6
20-12-2010,17,64,24.1
21-12-2010,6,37,25.1
22-12-2010,7,75,22.1
23-12-2010,6,87,21.8
24-12-2010,15,71,26.8
25-12-2010,2,90,24.8
26-12-2010,0,88,23.3
27-12-2010,2,94,24.2
28-12-2010,17,73,23.6
29-12-2010,17,58,24.5
30-12-2010,7,58,26.7
31-12-2010,9,58,26.9
01-01-2011,7,89,23
02-01-2011,7,68,27.4
03-01-2011,4,67,27.8
04-01-2011,7,60,28.5
05-01-2011,6,65,26.8
06-01-2011,7,82,23.9
07-01-2011,4,95,21.1
08-01-2011,15,65,26.7
09-01-2011,9,86,25.2
10-01-2011,13,94,24.2
11-01-2011,15,88,25
12-01-2011,13,70,27.7
13-01-2011,13,58,27.2
14-01-2011,11,60,26.1
15-01-2011,4,77,24
16-01-2011,11,57,27
17-01-2011,7,59,26.5
18-01-2011,6,57,31.6
19-01-2011,7,70,29.4
20-01-2011,4,67,28
21-01-2011,11,77,23.8
22-01-2011,9,54,26.7
23-01-2011,9,49,26.6
24-01-2011,2,52,26.1
25-01-2011,4,58,28.2
26-01-2011,2,57,27.3
27-01-2011,4,61,27.2
28-01-2011,6,65,27.8
29-01-2011,15,58,25.5
30-01-2011,11,63,27
31-01-2011,9,61,27.6
01-02-2011,9,81,27.1
02-02-2011,0,83,28.3
03-02-2011,2,74,29.2
04-02-2011,6,62,30.4
05-02-2011,7,69,29.1
06-02-2011,2,77,28.9
07-02-2011,4,81,24.6
08-02-2011,4,92,21.6
09-02-2011,13,59,26.6
10-02-2011,7,59,26.9
11-02-2011,6,85,23.8
12-02-2011,2,61,27.1
13-02-2011,6,65,26.4
14-02-2011,11,61,27.8
15-02-2011,7,67,27.6
16-02-2011,6,79,25.4
17-02-2011,4,75,26.6
18-02-2011,6,69,27
19-02-2011,6,68,28.2
20-02-2011,4,55,28.7
21-02-2011,4,65,30.7
22-02-2011,22,59,25.8
23-02-2011,7,83,20.8
24-02-2011,4,63,23.9
25-02-2011,4,61,25.5
26-02-2011,4,63,26
27-02-2011,6,61,26.5
28-02-2011,2,57,28.3
01-03-2011,4,61,27.9
02-03-2011,7,78,25.9
03-03-2011,4,76,26.7
04-03-2011,2,91,23.1
05-03-2011,4,87,24.1
06-03-2011,13,57,25.3
07-03-2011,7,63,23.2
08-03-2011,4,76,23.1
09-03-2011,4,60,24.7
10-03-2011,4,60,26.4
11-03-2011,6,61,26.9
12-03-2011,11,64,27.4
13-03-2011,9,68,26.7
14-03-2011,7,69,26
15-03-2011,9,62,26.2
16-03-2011,4,68,26.2
17-03-2011,0,69,26.3
18-03-2011,6,76,24.4
19-03-2011,7,80,23.6
20-03-2011,2,94,22.4
21-03-2011,4,70,26.9
22-03-2011,4,76,27.4
23-03-2011,6,48,28
24-03-2011,9,52,26.3
25-03-2011,4,43,25.8
26-03-2011,4,56,25.7
27-03-2011,9,57,25.2
28-03-2011,6,59,24.7
29-03-2011,2,75,24.2
30-03-2011,4,91,20.7
31-03-2011,2,79,22.8
01-05-2011,6,66,20.8
02-05-2011,4,66,20.9
03-05-2011,4,74,20.7
04-05-2011,6,72,19.6
05-05-2011,6,61,20.1
06-05-2011,7,53,19.6
07-05-2011,6,67,18.1
08-05-2011,0,75,17.3
09-05-2011,4,90,16.8
10-05-2011,11,69,16.9
11-05-2011,4,49,18
12-05-2011,11,44,16.4
13-05-2011,6,47,16.2
14-05-2011,6,48,18.3
15-05-2011,6,43,16.5
16-05-2011,6,59,17.4
17-05-2011,4,75,16.6
18-05-2011,4,64,18
19-05-2011,4,77,18.6
20-05-2011,4,73,18.9
21-05-2011,4,85,17
22-05-2011,4,89,18.7
23-05-2011,0,86,19.6
24-05-2011,9,63,18.9
25-05-2011,11,61,16
26-05-2011,7,55,16.4
27-05-2011,6,64,16.3
28-05-2011,6,71,15.6
29-05-2011,4,69,17.9
30-05-2011,4,87,16.4
31-05-2011,6,76,14.3
01-06-2011,0,70,15.2
02-06-2011,7,72,18.6
03-06-2011,9,59,18.6
04-06-2011,4,73,15.1
05-06-2011,4,80,14.5
06-06-2011,2,69,17.9
07-06-2011,2,71,16.1
08-06-2011,0,60,15.7
09-06-2011,7,42,12.4
10-06-2011,7,51,12.4
11-06-2011,4,68,12.1
12-06-2011,4,93,14.1
13-06-2011,9,70,16.5
14-06-2011,13,66,16.1
15-06-2011,4,66,15.7
16-06-2011,11,65,15
17-06-2011,4,60,17.4
18-06-2011,9,45,15.1
19-06-2011,7,58,13.5
20-06-2011,0,68,13.9
21-06-2011,0,70,14.4
22-06-2011,11,58,14.8
23-06-2011,6,57,12.7
24-06-2011,4,63,13.6
25-06-2011,6,69,17
26-06-2011,6,69,16.8
27-06-2011,2,77,15
28-06-2011,6,62,16.6
29-06-2011,9,74,16.4
30-06-2011,4,82,15.3
01-07-2011,7,70,15.9
02-07-2011,7,71,15.8
03-07-2011,4,72,15.9
04-07-2011,4,79,14.8
05-07-2011,9,55,19.5
06-07-2011,11,35,16.3
07-07-2011,4,36,17.2
08-07-2011,4,53,14
09-07-2011,13,41,13.7
10-07-2011,6,47,12.1
11-07-2011,9,42,14.7
12-07-2011,4,62,11.6
13-07-2011,2,63,11.7
14-07-2011,4,49,15.4
15-07-2011,4,58,14.6
16-07-2011,4,91,13.1
17-07-2011,6,74,15.6
18-07-2011,6,80,14.8
19-07-2011,7,60,15.6
20-07-2011,13,56,13.5
21-07-2011,7,51,17.6
22-07-2011,9,51,17.2
23-07-2011,7,54,16.5
24-07-2011,4,56,14.7
25-07-2011,4,67,12.4
26-07-2011,4,62,13
27-07-2011,2,56,15.5
28-07-2011,6,59,13.8
29-07-2011,7,63,15.5
30-07-2011,4,67,15.2
31-07-2011,6,69,14.7
01-08-2011,4,72,14.6
02-08-2011,4,74,14.8
03-08-2011,4,73,15.5
04-08-2011,4,72,15.4
05-08-2011,6,67,16.6
06-08-2011,6,73,15.4
07-08-2011,4,65,18.7
08-08-2011,13,61,18.6
09-08-2011,6,44,16.4
10-08-2011,4,45,16.4
11-08-2011,6,59,13.2
12-08-2011,6,53,15.1
13-08-2011,7,59,15.9
14-08-2011,4,78,14.5
15-08-2011,6,74,14.4
16-08-2011,7,67,16.2
17-08-2011,4,70,16.3
18-08-2011,4,81,16.2
19-08-2011,9,42,16.1
20-08-2011,7,55,15.4
21-08-2011,6,89,13.2
22-08-2011,6,70,16
23-08-2011,4,88,17
24-08-2011,6,66,17.8
25-08-2011,7,61,19
26-08-2011,6,69,19.3
27-08-2011,7,94,17.9
28-08-2011,7,69,19.4
29-08-2011,4,73,19
30-08-2011,2,76,17.8
31-08-2011,7,80,16.1
01-09-2011,2,69,18.4
02-09-2011,4,69,19.4
03-09-2011,6,58,18.3
04-09-2011,4,57,17.8
05-09-2011,4,72,18.7
06-09-2011,4,62,18.5
07-09-2011,7,73,18.8
08-09-2011,4,65,19.8
09-09-2011,7,67,19.7
10-09-2011,19,50,13.8
11-09-2011,13,42,15.8
12-09-2011,6,42,17.7
13-09-2011,6,55,18.4
14-09-2011,4,59,18.7
15-09-2011,6,49,18.9
16-09-2011,2,43,20.2
17-09-2011,2,44,21.7
18-09-2011,4,47,21.7
19-09-2011,4,48,21.8
20-09-2011,4,55,21.9
21-09-2011,15,56,22.5
22-09-2011,6,55,21.9
23-09-2011,4,58,20.5
24-09-2011,2,65,21
25-09-2011,11,62,22.3
26-09-2011,6,53,20.6
27-09-2011,6,54,20.8
28-09-2011,2,57,20
29-09-2011,4,69,18.5
30-09-2011,15,30,20.9
01-10-2011,6,55,18.9
02-10-2011,15,40,17.9
03-10-2011,9,50,20
04-10-2011,6,53,18.3
05-10-2011,6,56,19.6
06-10-2011,2,84,16.9
07-10-2011,4,68,21.3
08-10-2011,13,93,15.6
09-10-2011,4,53,23.1
10-10-2011,6,67,18.5
11-10-2011,2,52,23.4
12-10-2011,6,65,22.9
13-10-2011,9,69,24.1
14-10-2011,2,78,21.4
15-10-2011,4,83,22.1
16-10-2011,4,64,23.5
17-10-2011,13,74,21.3
18-10-2011,15,42,21.4
19-10-2011,7,65,20.6
20-10-2011,7,52,21.6
21-10-2011,11,59,22.2
22-10-2011,6,63,22.3
23-10-2011,7,56,22.7
24-10-2011,4,60,23
25-10-2011,2,58,25.1
26-10-2011,6,69,24.3
27-10-2011,6,68,23.6
28-10-2011,11,62,23
29-10-2011,4,62,22.6
30-10-2011,2,66,24.6
31-10-2011,17,71,22.9
01-11-2011,9,58,22.2
02-11-2011,6,58,24.2
03-11-2011,4,54,26
04-11-2011,13,57,24.2
05-11-2011,7,64,23
06-11-2011,6,55,23.1
07-11-2011,7,52,25.5
08-11-2011,9,53,24.3
09-11-2011,7,55,25.8
10-11-2011,6,48,26.8
11-11-2011,7,66,25.5
12-11-2011,7,56,25.8
13-11-2011,6,56,25.8
14-11-2011,9,51,27.1
15-11-2011,4,51,27.9
16-11-2011,6,50,28.6
17-11-2011,9,53,26.8
18-11-2011,6,60,25.9
19-11-2011,7,54,26.4
20-11-2011,9,54,26.4
21-11-2011,6,50,27.4
22-11-2011,9,55,25.9
23-11-2011,6,59,28.2
24-11-2011,4,90,20.9
25-11-2011,0,81,24.8
26-11-2011,9,55,27.7
27-11-2011,4,60,27.7
28-11-2011,6,87,29.2
29-11-2011,9,58,28.2
30-11-2011,7,57,27.4
01-12-2011,6,65,27.4
02-12-2011,7,58,22.8
03-12-2011,13,49,24
04-12-2011,4,58,24.5
05-12-2011,11,64,23.2
06-12-2011,15,55,22.1
07-12-2011,7,93,17.3
08-12-2011,6,96,19.6
09-12-2011,9,58,24.9
10-12-2011,2,91,20.7
11-12-2011,4,72,26.8
12-12-2011,4,74,27.2
13-12-2011,4,54,26.1
14-12-2011,4,67,26.1
15-12-2011,7,83,21.5
16-12-2011,11,55,23.8
17-12-2011,11,52,24.2
18-12-2011,7,60,24.4
19-12-2011,6,61,23.8
20-12-2011,6,54,26
21-12-2011,2,76,24.3
22-12-2011,13,61,26.1
23-12-2011,15,66,25.9
24-12-2011,13,87,23.9
25-12-2011,11,62,25.7
26-12-2011,9,55,25.6
27-12-2011,4,67,26.6
28-12-2011,7,56,26
29-12-2011,4,57,24.6
30-12-2011,6,56,24.6
31-12-2011,11,58,25.1
01-01-2012,9,55,25.1
02-01-2012,7,53,25.8
03-01-2012,4,64,25
04-01-2012,2,52,25.3
05-01-2012,2,68,26.3
06-01-2012,4,62,25.5
07-01-2012,4,75,24.2
08-01-2012,6,65,26.9
09-01-2012,6,54,29.7
10-01-2012,4,71,28.6
11-01-2012,9,37,31.5
12-01-2012,7,46,27.2
13-01-2012,6,55,24.8
14-01-2012,6,61,24.6
15-01-2012,11,64,25.1
16-01-2012,9,90,21.6
17-01-2012,9,96,22.2
18-01-2012,6,72,26.2
19-01-2012,7,65,27.5
20-01-2012,7,64,26.7
21-01-2012,7,56,27.1
22-01-2012,13,58,26.9
23-01-2012,9,73,26.6
24-01-2012,9,97,23
25-01-2012,2,98,23.3
26-01-2012,0,82,26.5
27-01-2012,2,95,24.2
28-01-2012,7,88,24.3
29-01-2012,4,98,23.3
30-01-2012,11,83,25.9
31-01-2012,4,78,78
01-02-2012,11,69,27.8
02-02-2012,17,66,27.1
03-02-2012,2,78,25.3
04-02-2012,6,61,26.9
05-02-2012,4,63,26.4
06-02-2012,4,68,27.6
07-02-2012,6,65,28.6
08-02-2012,4,69,27.5
09-02-2012,7,68,26.5
10-02-2012,6,62,26
11-02-2012,4,75,24.8
12-02-2012,2,69,27.2
13-02-2012,4,73,27.2
14-02-2012,9,64,26.6
15-02-2012,11,61,26.1
16-02-2012,9,60,26.5
17-02-2012,7,64,26.2
18-02-2012,7,65,26.4
19-02-2012,4,68,27.4
20-02-2012,4,75,26.5
21-02-2012,6,83,26.1
22-02-2012,11,64,26.5
23-02-2012,2,87,22.9
24-02-2012,6,92,21.4
25-02-2012,13,84,27
26-02-2012,9,74,26.5
27-02-2012,13,68,27.5
28-02-2012,15,64,27.1
29-02-2012,4,71,27.2
01-03-2012,4,68,26.8
02-03-2012,4,61,27.4
03-03-2012,9,78,26.6
04-03-2012,4,86,26.2
05-03-2012,9,98,23.9
06-03-2012,7,78,25.1
07-03-2012,7,66,24.4
08-03-2012,4,63,24.2
09-03-2012,7,68,25.1
10-03-2012,7,50,24.7
11-03-2012,0,71,24.6
12-03-2012,4,67,25.7
13-03-2012,9,61,25.8
14-03-2012,7,97,21.5
15-03-2012,9,79,25.2
16-03-2012,9,72,26.3
17-03-2012,4,82,26.8
18-03-2012,4,88,23
19-03-2012,6,73,23.3
20-03-2012,13,84,24.5
21-03-2012,7,76,24.5
22-03-2012,11,83,24.9
23-03-2012,4,93,21.7
24-03-2012,6,48,24.3
25-03-2012,11,60,24.6
26-03-2012,6,64,24.4
27-03-2012,6,66,23.9
28-03-2012,7,65,24.5
29-03-2012,6,65,23.8
30-03-2012,4,69,24.6
31-03-2012,6,70,23.6
01-04-2012,6,69,23.3
02-04-2012,7,65,23.8
03-04-2012,6,66,23.9
04-04-2012,7,68,23.9
05-04-2012,4,70,23.5
06-04-2012,6,63,23.5
07-04-2012,4,68,22.6
08-04-2012,4,70,23.5
09-04-2012,4,80,22.4
10-04-2012,6,62,22.9
11-04-2012,7,56,20.4
12-04-2012,7,61,21.1
13-04-2012,6,88,18.9
14-04-2012,4,78,22.3
15-04-2012,4,90,21.1
16-04-2012,4,91,21.8
17-04-2012,2,92,20.8
18-04-2012,2,73,23.2
19-04-2012,6,73,23.4
20-04-2012,4,78,24.3
21-04-2012,6,72,23.6
22-04-2012,6,79,22.5
23-04-2012,6,98,20.5
24-04-2012,2,88,24.1
25-04-2012,7,73,20.8
26-04-2012,6,44,18.1
27-04-2012,6,83,16.2
28-04-2012,0,98,18.1
29-04-2012,6,79,20.4
30-04-2012,6,67,21.3
01-05-2012,6,72,21
02-05-2012,4,83,20
03-05-2012,4,74,20.8
04-05-2012,4,85,19.2
05-05-2012,6,68,20.6
06-05-2012,4,56,17.4
07-05-2012,6,64,17.4
08-05-2012,6,65,17.5
09-05-2012,4,73,18.5
10-05-2012,4,73,18.9
11-05-2012,4,81,18.9
12-05-2012,2,83,17.6
13-05-2012,4,59,20.8
14-05-2012,6,43,16.1
15-05-2012,7,52,15.2
16-05-2012,7,67,16.4
17-05-2012,7,69,16.8
18-05-2012,6,76,17.3
19-05-2012,4,75,17
20-05-2012,2,78,16.5
21-05-2012,6,72,17
22-05-2012,6,76,18.4
23-05-2012,4,79,17.9
24-05-2012,0,82,18
25-05-2012,0,93,18.8
26-05-2012,9,67,13.2
27-05-2012,6,56,14.8
28-05-2012,7,63,15.7
29-05-2012,6,70,18.2
30-05-2012,2,85,16.7
31-05-2012,7,91,16.9
01-06-2012,6,88,18.5
02-06-2012,2,94,16.8
03-06-2012,4,98,17.4
04-06-2012,9,74,18.8
05-06-2012,17,55,14.7
06-06-2012,11,58,14.7
07-06-2012,7,68,16.3
08-06-2012,6,72,15.3
09-06-2012,6,79,14.9
10-06-2012,4,98,13.2
11-06-2012,7,79,15.9
12-06-2012,7,66,18.9
13-06-2012,7,68,17.5
14-06-2012,7,72,17.2
15-06-2012,2,79,15.3
16-06-2012,0,78,14.8
17-06-2012,7,64,18
18-06-2012,9,56,15.1
19-06-2012,6,71,13.8
20-06-2012,6,67,13.8
21-06-2012,2,98,10.6
22-06-2012,0,63,18.8
23-06-2012,9,53,14.4
24-06-2012,6,68,13.8
25-06-2012,6,60,14.2
26-06-2012,2,76,15.8
27-06-2012,6,98,12.6
28-06-2012,6,98,14.7
29-06-2012,6,88,18
30-06-2012,7,87,15.4
01-07-2012,4,84,13.9
02-07-2012,7,48,13.9
03-07-2012,4,58,12.9
04-07-2012,4,58,12.4
05-07-2012,7,61,13.3
06-07-2012,9,65,15.3
07-07-2012,4,75,15
08-07-2012,6,77,14.1
09-07-2012,4,74,15.3
10-07-2012,2,98,15.9
11-07-2012,0,98,16.4
12-07-2012,0,97,19.2
13-07-2012,2,98,21
14-07-2012,6,82,19.9
15-07-2012,9,75,15.8
16-07-2012,6,64,13.8
17-07-2012,2,78,15.4
18-07-2012,2,92,15.7
19-07-2012,7,81,16.9
20-07-2012,9,59,14.9
21-07-2012,7,63,16.9
22-07-2012,7,64,17.1
23-07-2012,6,68,15.5
24-07-2012,6,67,15.9
25-07-2012,6,73,15.5
26-07-2012,6,75,16.4
27-07-2012,6,82,14.9
28-07-2012,11,54,14.2
29-07-2012,4,62,13.6
30-07-2012,6,66,13.9
31-07-2012,7,54,14.4
01-08-2012,4,70,13.9
02-08-2012,6,52,13.4
03-08-2012,2,61,12.5
04-08-2012,4,54,13.8
05-08-2012,6,65,12.1
06-08-2012,2,58,14.4
07-08-2012,6,46,15.6
08-08-2012,4,57,13.2
09-08-2012,2,50,16.2
10-08-2012,9,41,13.8
11-08-2012,7,40,14.6
12-08-2012,6,51,16.6
13-08-2012,6,57,15.7
14-08-2012,4,72,13.9
15-08-2012,2,60,14.8
16-08-2012,0,59,17
17-08-2012,2,68,17.8
18-08-2012,9,28,17.3
19-08-2012,9,39,15.6
20-08-2012,4,55,16.1
21-08-2012,4,69,17.4
22-08-2012,6,79,16.4
23-08-2012,2,67,21.7
24-08-2012,4,77,21.4
25-08-2012,7,34,18.9
26-08-2012,6,54,16.5
27-08-2012,13,58,19.5
28-08-2012,4,60,17.3
29-08-2012,6,66,16.2
30-08-2012,4,63,19.9
31-08-2012,7,68,19.8
01-09-2012,6,35,15.8
02-09-2012,6,55,14.8
03-09-2012,4,60,16.5
04-09-2012,9,62,16.9
05-09-2012,4,65,18.5
06-09-2012,11,52,21.5
07-09-2012,7,56,22.1
08-09-2012,11,25,19.1
09-09-2012,7,36,19.4
10-09-2012,11,52,20.7
11-09-2012,7,66,19.3
12-09-2012,2,62,20.8
13-09-2012,6,61,21.4
14-09-2012,7,35,17.6
15-09-2012,6,53,18.6
16-09-2012,6,60,17.5
17-09-2012,4,63,20.9
18-09-2012,9,70,19.8
19-09-2012,2,73,19.4
20-09-2012,6,67,21.4
21-09-2012,2,84,19.2
22-09-2012,4,59,24.7
23-09-2012,6,65,23.7
24-09-2012,6,83,19.8
25-09-2012,13,58,22.9
26-09-2012,9,53,21.7
27-09-2012,4,51,22.7
28-09-2012,7,56,22.5
29-09-2012,9,50,22.6
30-09-2012,4,70,20.6
01-10-2012,4,86,16.8
02-10-2012,11,57,21.8
03-10-2012,6,52,21.4
04-10-2012,4,58,21.7
05-10-2012,2,56,23.5
06-10-2012,6,45,26.1
07-10-2012,4,45,27
08-10-2012,6,64,20.5
09-10-2012,6,60,23.6
10-10-2012,6,66,22.9
11-10-2012,7,79,22.5
12-10-2012,24,43,15.2
13-10-2012,6,37,19.8
14-10-2012,6,47,20.4
15-10-2012,6,48,21.8
16-10-2012,6,56,22.9
17-10-2012,6,45,24.1
18-10-2012,7,57,25.9
19-10-2012,7,58,24.7
20-10-2012,6,49,26.9
21-10-2012,4,53,27.3
22-10-2012,4,53,27.5
23-10-2012,9,35,21.6
24-10-2012,11,45,21.9
25-10-2012,7,52,21.1
26-10-2012,4,50,24.8
27-10-2012,7,55,27
28-10-2012,15,55,21.3
29-10-2012,13,58,20.9
30-10-2012,4,59,22.2
31-10-2012,6,56,25.1
01-11-2012,6,59,25
02-11-2012,13,52,27.8
03-11-2012,11,57,22.6
04-11-2012,6,71,21.2
05-11-2012,2,58,23.5
06-11-2012,6,49,24.9
07-11-2012,4,65,22.6
08-11-2012,9,73,24.4
09-11-2012,7,57,27
10-11-2012,4,88,22.1
11-11-2012,15,62,22.3
12-11-2012,9,58,21.3
13-11-2012,4,50,23.4
14-11-2012,6,53,24.3
15-11-2012,6,56,25.7
16-11-2012,7,39,27.4
17-11-2012,6,71,25.9
18-11-2012,0,92,20.4
19-11-2012,6,71,26
20-11-2012,6,44,23.4
21-11-2012,9,56,25.5
22-11-2012,4,58,25.1
23-11-2012,7,58,26
24-11-2012,11,58,24.4
25-11-2012,7,57,26
26-11-2012,4,65,25
27-11-2012,6,62,25.6
28-11-2012,4,59,27.3
29-11-2012,4,57,26.6
30-11-2012,6,58,27.6
01-01-2013,6,63,27.8
02-01-2013,4,56,28.6
03-01-2013,15,54,28.1
